# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		8850		4719		2978
1		7989		9439		3034
2		7502		14156		3074
3		7163		18876		3089
4		6917		23596		3133
5		6675		28313		3130
6		6439		33032		3122
7		6288		37745		3123
8		6138		42461		3101
9		5977		47177		3131
10		5841		51894		3121
11		5737		56613		3121
12		5668		61328		3128
13		5593		66044		3132
14		5542		70759		3142
15		5445		75475		3115
16		5387		80193		3137
17		5281		84911		3136
18		5210		89627		3133
19		5155		94341		3114
20		5082		99055		3134
21		5005		103773		3111
22		4994		108486		3128
23		4939		113200		3110
24		4867		117916		3106
25		4860		122631		3102
26		4890		127347		3105
27		4831		132059		3115
28		4832		136771		3148
29		4740		141484		3119
30		4683		146200		3125
31		4742		150916		3115
32		4657		155626		3121
33		4632		160340		3111
34		4616		165054		3124
35		4605		169767		3133
36		4559		174474		3129
37		4556		179192		3136
38		4554		183904		3144
39		4527		188619		3164
40		4490		193334		3159
41		4478		198052		3148
42		4460		202765		3163
43		4423		207478		3153
44		4414		212188		3168
45		4368		216900		3182
46		4379		221615		3164
47		4326		226327		3141
48		4307		231042		3160
49		4306		235760		3152
50		4294		240470		3143
51		4293		245181		3167
52		4255		249893		3164
53		4233		254608		3166
54		4257		259321		3157
55		4225		264034		3182
56		4202		268749		3162
57		4185		273464		3151
58		4182		278178		3172
59		4197		282892		3171
60		4192		287603		3178
61		4145		292319		3179
62		4104		297037		3168
63		4094		301753		3186
64		4093		306467		3187
65		4037		311180		3185
66		4031		315895		3163
67		4046		320611		3172
68		4050		325321		3173
69		4054		330031		3173
70		4044		334744		3175
71		4069		339458		3183
72		4038		344169		3199
73		4053		348885		3168
74		4046		353597		3169
75		4049		358312		3164
76		4046		363027		3170
77		4021		367737		3186
78		4052		372447		3186
79		4059		377163		3172
80		4033		381874		3165
81		3999		386585		3167
82		4020		391298		3190
83		3994		396010		3186
84		4018		400723		3193
85		4027		405441		3192
86		3986		410153		3216
87		4008		414871		3215
88		4002		419589		3209
89		3981		424305		3200
90		3967		429018		3207
91		3974		433732		3206
92		3967		438446		3206
93		3968		443162		3224
94		3970		447879		3212
95		3936		452591		3208
96		3920		457309		3221
97		3899		462023		3226
98		3883		466736		3230
99		3909		471451		3226
100		3906		476163		3196
101		3908		480875		3212
102		3881		485592		3232
103		3906		490309		3210
104		3908		495021		3175
105		3879		499730		3201
106		3899		504444		3226
107		3901		509156		3220
108		3890		513872		3193
109		3885		518584		3187
110		3896		523298		3189
111		3883		528012		3201
112		3889		532728		3209
113		3862		537442		3214
114		3838		542159		3199
115		3842		546876		3204
116		3832		551585		3214
117		3832		556304		3218
118		3833		561020		3222
119		3845		565736		3197
120		3804		570452		3218
121		3794		575169		3220
122		3816		579887		3207
123		3811		584599		3218
124		3780		589315		3194
125		3766		594030		3199
126		3773		598744		3208
127		3759		603459		3208
128		3766		608166		3204
129		3791		612878		3197
130		3802		617596		3181
131		3775		622311		3208
132		3747		627022		3209
133		3733		631736		3194
134		3721		636446		3205
135		3732		641156		3207
136		3737		645868		3200
137		3734		650583		3212
138		3740		655298		3206
139		3712		660012		3189
140		3723		664731		3200
141		3676		669447		3197
142		3698		674161		3177
143		3674		678876		3188
144		3690		683589		3189
145		3696		688301		3173
146		3683		693016		3168
147		3695		697732		3195
148		3720		702446		3180
149		3713		707162		3200
150		3709		711875		3197
151		3696		716589		3207
152		3693		721303		3211
153		3697		726016		3192
154		3690		730733		3197
155		3698		735450		3208
156		3685		740167		3198
157		3695		744879		3202
158		3698		749590		3204
159		3673		754306		3212
160		3682		759016		3207
161		3680		763729		3200
162		3645		768441		3200
163		3655		773154		3195
164		3634		777870		3200
165		3641		782580		3198
166		3635		787291		3186
167		3605		792009		3212
168		3634		796723		3217
169		3603		801427		3199
170		3624		806142		3216
171		3611		810860		3205
172		3617		815574		3201
173		3566		820283		3204
174		3600		824996		3187
175		3605		829710		3199
176		3598		834427		3201
177		3595		839145		3195
178		3575		843857		3202
179		3551		848566		3212
180		3568		853276		3206
181		3547		857990		3201
182		3556		862703		3216
183		3572		867417		3209
184		3572		872129		3210
185		3556		876839		3224
186		3584		881553		3221
187		3555		886265		3221
188		3531		890981		3217
189		3539		895693		3211
190		3535		900407		3237
191		3557		905123		3236
192		3526		909836		3235
193		3530		914551		3238
194		3533		919265		3234
195		3567		923977		3233
196		3541		928691		3236
197		3537		933406		3237
198		3555		938119		3227
199		3521		942837		3221
200		3496		947551		3226
201		3516		952266		3219
202		3516		956980		3243
203		3499		961694		3245
204		3525		966410		3234
205		3515		971126		3232
206		3522		975841		3221
207		3511		980555		3231
208		3494		985270		3253
209		3495		989986		3242
210		3542		994699		3253
211		3558		999413		3248
212		3509		1004127		3230
213		3500		1008839		3227
214		3481		1013553		3222
215		3499		1018266		3221
216		3484		1022981		3220
217		3497		1027695		3233
218		3459		1032412		3224
219		3455		1037124		3211
220		3451		1041837		3218
221		3432		1046552		3216
222		3432		1051260		3220
223		3453		1055974		3229
224		3441		1060691		3238
225		3440		1065404		3228
226		3436		1070121		3244
227		3474		1074836		3237
228		3463		1079551		3232
229		3478		1084269		3243
230		3504		1088983		3233
231		3453		1093694		3243
232		3461		1098408		3248
233		3450		1103122		3246
234		3466		1107831		3240
235		3465		1112547		3231
236		3441		1117261		3242
237		3451		1121973		3251
238		3434		1126687		3271
239		3453		1131403		3260
240		3414		1136119		3267
241		3418		1140833		3263
242		3399		1145547		3264
243		3423		1150261		3259
244		3419		1154974		3255
245		3394		1159688		3251
246		3410		1164402		3264
247		3412		1169115		3255
248		3405		1173828		3259
249		3427		1178542		3263
250		3408		1183255		3272
251		3424		1187973		3277
252		3422		1192688		3262
253		3434		1197404		3261
254		3450		1202120		3264
255		3428		1206834		3269
256		3417		1211547		3264
257		3405		1216261		3262
258		3409		1220970		3252
259		3398		1225684		3269
260		3414		1230401		3266
261		3407		1235115		3264
262		3407		1239829		3256
263		3419		1244547		3248
264		3416		1249261		3258
265		3403		1253978		3271
266		3409		1258692		3272
267		3387		1263406		3253
268		3375		1268122		3263
269		3375		1272838		3261
270		3364		1277547		3252
271		3389		1282259		3277
272		3375		1286973		3280
273		3373		1291680		3253
274		3371		1296392		3273
275		3369		1301106		3272
276		3375		1305817		3272
277		3357		1310536		3269
278		3383		1315249		3264
279		3387		1319961		3259
280		3389		1324674		3263
281		3373		1329385		3251
282		3357		1334103		3255
283		3354		1338813		3258
284		3353		1343527		3247
285		3382		1348241		3249
286		3361		1352960		3250
287		3367		1357675		3241
288		3367		1362384		3229
289		3368		1367098		3230
290		3375		1371814		3242
291		3364		1376531		3254
292		3348		1381242		3243
293		3361		1385959		3250
294		3367		1390673		3249
295		3343		1395388		3263
296		3336		1400103		3266
297		3347		1404819		3246
298		3323		1409529		3266
299		3317		1414239		3270
300		3302		1418952		3272
301		3315		1423671		3265
302		3316		1428385		3275
303		3314		1433098		3273
304		3312		1437816		3260
305		3306		1442532		3280
306		3298		1447249		3256
307		3290		1451959		3258
308		3281		1456673		3274
309		3289		1461389		3270
310		3292		1466100		3271
311		3296		1470815		3275
312		3287		1475532		3275
313		3323		1480245		3268
314		3325		1484960		3252
315		3314		1489675		3257
316		3323		1494388		3257
317		3317		1499104		3261
318		3291		1503820		3261
319		3292		1508537		3260
320		3296		1513248		3249
321		3312		1517961		3262
322		3274		1522673		3251
323		3295		1527381		3249
324		3293		1532092		3250
325		3281		1536806		3257
326		3262		1541521		3251
327		3273		1546238		3243
328		3297		1550949		3240
329		3285		1555663		3253
330		3286		1560376		3249
331		3283		1565088		3260
332		3264		1569805		3256
333		3301		1574518		3246
334		3263		1579230		3258
335		3251		1583948		3267
336		3258		1588663		3266
337		3255		1593379		3254
338		3252		1598094		3258
339		3260		1602807		3274
340		3272		1607523		3255
341		3240		1612236		3252
342		3260		1616950		3249
343		3228		1621665		3250
344		3209		1626379		3246
345		3239		1631097		3261
346		3230		1635813		3253
347		3228		1640525		3276
348		3222		1645236		3266
349		3231		1649951		3249
350		3248		1654664		3258
351		3209		1659378		3243
352		3217		1664092		3251
353		3245		1668808		3245
354		3225		1673521		3237
355		3231		1678237		3245
356		3218		1682951		3245
357		3212		1687666		3242
358		3219		1692382		3251
359		3211		1697094		3246
360		3212		1701808		3234
361		3208		1706519		3249
362		3189		1711235		3266
363		3194		1715948		3256
364		3201		1720662		3264
365		3179		1725379		3281
366		3194		1730098		3278
367		3203		1734813		3284
368		3201		1739527		3271
369		3180		1744240		3263
370		3175		1748956		3269
371		3179		1753668		3274
372		3204		1758381		3266
373		3234		1763097		3279
374		3211		1767811		3285
375		3194		1772529		3269
376		3196		1777243		3267
377		3202		1781959		3273
378		3184		1786672		3278
379		3210		1791384		3265
380		3189		1796100		3266
381		3192		1800816		3269
382		3166		1805530		3274
383		3164		1810249		3266
384		3153		1814964		3269
385		3181		1819678		3279
386		3187		1824389		3298
387		3174		1829101		3284
388		3153		1833811		3285
389		3179		1838529		3279
390		3175		1843240		3260
391		3163		1847955		3274
392		3163		1852668		3270
393		3158		1857381		3283
394		3155		1862097		3278
395		3156		1866814		3268
396		3181		1871526		3279
397		3158		1876242		3279
398		3160		1880959		3277
399		3174		1885672		3296
400		3170		1890384		3279
401		3145		1895098		3282
402		3150		1899816		3280
403		3134		1904527		3274
404		3143		1909241		3287
405		3126		1913953		3277
406		3104		1918666		3294
407		3105		1923377		3279
408		3098		1928090		3294
409		3121		1932802		3294
410		3115		1937522		3303
411		3106		1942235		3295
412		3126		1946947		3287
413		3124		1951664		3292
414		3116		1956383		3286
415		3130		1961095		3304
416		3148		1965810		3282
417		3168		1970522		3284
418		3158		1975238		3289
419		3140		1979952		3290
420		3106		1984668		3279
421		3108		1989381		3283
422		3114		1994094		3300
423		3077		1998805		3284
424		3102		2003518		3288
425		3081		2008236		3273
426		3072		2012948		3290
427		3092		2017660		3290
428		3073		2022377		3278
429		3066		2027095		3290
430		3060		2031810		3279
431		3048		2036527		3283
432		3034		2041243		3279
433		3054		2045959		3283
434		3057		2050675		3285
435		3074		2055388		3293
436		3068		2060103		3281
437		3040		2064817		3280
438		3060		2069534		3283
439		3057		2074246		3286
440		3058		2078961		3279
441		3071		2083677		3283
442		3060		2088385		3277
443		3044		2093100		3291
444		3056		2097819		3283
445		3069		2102530		3283
446		3092		2107245		3291
447		3083		2111958		3270
448		3076		2116672		3278
449		3059		2121387		3278
450		3063		2126100		3294
451		3042		2130814		3284
452		3047		2135527		3288
453		3027		2140237		3276
454		3025		2144954		3278
455		3038		2149672		3270
456		3024		2154387		3272
457		3028		2159103		3275
458		3031		2163820		3278
459		3023		2168536		3279
460		3024		2173251		3269
461		3017		2177962		3263
462		2991		2182674		3273
463		2999		2187389		3268
464		2999		2192100		3268
465		3003		2196814		3266
466		3001		2201528		3278
467		3012		2206245		3277
468		2987		2210960		3264
469		2974		2215678		3259
470		2986		2220396		3260
471		2982		2225113		3270
472		2978		2229830		3264
473		2982		2234543		3274
474		2968		2239262		3270
475		2970		2243980		3254
476		2978		2248695		3272
477		2989		2253410		3277
478		3015		2258126		3273
479		2996		2262843		3280
480		2997		2267556		3271
481		3005		2272271		3271
482		2993		2276983		3279
483		3010		2281699		3283
484		3017		2286413		3285
485		3018		2291127		3292
486		2986		2295846		3285
487		2972		2300560		3295
488		2974		2305275		3284
489		2979		2309991		3286
490		2977		2314709		3280
491		2964		2319421		3283
492		2991		2324136		3283
493		2981		2328854		3281
494		2986		2333564		3287
495		2972		2338279		3278
496		2981		2342995		3278
497		2993		2347708		3301
498		2992		2352425		3278
499		2979		2357135		3274
500		2991		2361847		3287
501		2971		2366562		3279
502		2978		2371277		3276
503		2956		2375992		3295
504		2953		2380707		3276
505		2933		2385422		3276
506		2950		2390136		3277
507		2937		2394845		3286
508		2935		2399562		3275
509		2942		2404274		3286
510		2927		2408989		3272
511		2930		2413703		3268
512		2951		2418418		3269
513		2946		2423133		3278
514		2931		2427848		3267
515		2939		2432559		3260
516		2913		2437273		3265
517		2921		2441988		3265
518		2918		2446706		3266
519		2919		2451420		3267
520		2919		2456135		3279
521		2936		2460849		3274
522		2933		2465563		3266
523		2934		2470272		3275
524		2918		2474987		3270
525		2913		2479703		3276
526		2931		2484417		3266
527		2924		2489133		3284
528		2919		2493845		3261
529		2923		2498560		3280
530		2903		2503272		3280
531		2885		2507987		3276
532		2885		2512703		3280
533		2880		2517419		3282
534		2898		2522133		3277
535		2888		2526853		3278
536		2901		2531565		3271
537		2876		2536281		3263
538		2877		2540995		3277
539		2885		2545712		3284
540		2884		2550426		3271
541		2875		2555140		3273
542		2898		2559850		3264
543		2898		2564564		3265
544		2903		2569277		3281
545		2900		2573989		3277
546		2881		2578705		3276
547		2890		2583419		3265
548		2863		2588136		3274
549		2876		2592852		3281
550		2866		2597569		3279
551		2880		2602284		3269
552		2880		2606998		3277
553		2893		2611714		3279
554		2906		2616426		3257
555		2911		2621141		3277
556		2908		2625859		3280
557		2885		2630570		3279
558		2898		2635284		3288
559		2894		2640003		3289
560		2869		2644716		3292
561		2862		2649434		3298
562		2876		2654152		3283
563		2875		2658865		3284
564		2901		2663581		3286
565		2903		2668296		3282
566		2898		2673014		3278
567		2909		2677728		3276
568		2936		2682445		3289
569		2909		2687158		3297
570		2917		2691871		3283
571		2926		2696584		3287
572		2917		2701304		3296
573		2914		2706019		3290
574		2911		2710737		3280
575		2946		2715452		3288
576		2909		2720166		3278
577		2933		2724879		3284
578		2922		2729594		3294
579		2907		2734308		3290
580		2878		2739020		3296
581		2874		2743734		3300
582		2863		2748451		3299
583		2880		2753166		3304
584		2879		2757880		3305
585		2876		2762594		3301
586		2884		2767310		3297
587		2877		2772025		3280
588		2865		2776737		3281
589		2866		2781452		3288
590		2897		2786169		3292
591		2896		2790885		3272
592		2884		2795602		3285
593		2870		2800319		3285
594		2862		2805035		3290
595		2875		2809751		3296
596		2893		2814466		3303
597		2891		2819177		3306
598		2890		2823895		3312
599		2894		2828612		3304
600		2872		2833325		3298
601		2864		2838041		3290
602		2877		2842757		3294
603		2864		2847472		3288
604		2866		2852188		3298
605		2861		2856901		3310
606		2859		2861616		3301
607		2861		2866330		3312
608		2864		2871050		3292
609		2897		2875766		3305
610		2880		2880483		3297
611		2841		2885201		3309
612		2854		2889914		3294
613		2872		2894628		3295
614		2875		2899343		3305
615		2864		2904058		3310
616		2882		2908772		3294
617		2880		2913483		3305
618		2875		2918200		3314
619		2887		2922911		3306
620		2851		2927627		3298
621		2869		2932343		3287
622		2899		2937058		3297
623		2876		2941774		3305
624		2872		2946489		3292
625		2856		2951202		3278
626		2840		2955914		3282
627		2867		2960629		3282
628		2847		2965344		3297
629		2845		2970059		3297
630		2830		2974773		3302
631		2848		2979490		3287
632		2841		2984203		3292
633		2832		2988918		3295
634		2836		2993631		3295
635		2844		2998347		3299
636		2852		3003063		3297
637		2867		3007778		3297
638		2838		3012490		3297
639		2850		3017203		3293
640		2855		3021914		3281
641		2849		3026629		3286
642		2876		3031344		3285
643		2835		3036061		3284
644		2864		3040776		3276
645		2853		3045494		3274
646		2842		3050209		3278
647		2846		3054924		3286
648		2876		3059637		3286
649		2879		3064353		3287
650		2876		3069068		3288
651		2870		3073781		3275
652		2875		3078499		3284
653		2867		3083215		3281
654		2859		3087928		3275
655		2868		3092645		3279
656		2864		3097360		3268
657		2858		3102074		3251
658		2835		3106790		3267
659		2842		3111509		3269
660		2830		3116226		3273
661		2848		3120939		3281
662		2843		3125659		3278
663		2851		3130376		3268
664		2836		3135089		3270
665		2866		3139806		3274
666		2835		3144521		3275
667		2856		3149235		3284
668		2852		3153951		3288
669		2862		3158667		3296
670		2848		3163383		3282
671		2866		3168101		3289
672		2848		3172815		3289
673		2837		3177527		3293
674		2834		3182235		3299
675		2863		3186949		3296
